company,product,typename,gpu,opsys,inches,width,height,clock_speed,ram,disk_size,weight,ubm_effective_speed,price_euros
Apple,MacBook Air,Ultrabook,Intel HD Graphics 6000,Mac OS X,11.6,1366,768,1.6,4,256,1.08,5.88,959.0
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.0,4,1000,2.1,4.2,478.0
HP,EliteBook 840,Ultrabook,Intel HD Graphics 520,Windows 7,14.0,2560,1440,2.5,8,256,1.54,4.2,2198.19
Dell,Vostro 3559,Notebook,Intel HD Graphics 520,Windows 7,15.6,1366,768,2.3,4,500,2.24,4.2,737.0
MSI,GL62 6QF,Gaming,Nvidia GeForce GTX 960M,Windows 10,15.6,1920,1080,2.6,8,1128,2.3,16.4,1169.0
Lenovo,ThinkPad 13,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,16,512,1.4,4.54,1499.0
Lenovo,IdeaPad 320-15ABR,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,3.6,6,256,2.2,6.64,597.57
Asus,ZenBook UX310UA-WB71,Ultrabook,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.5,8,256,1.45,4.2,1280.0
Acer,Aspire ES1-572,Notebook,Intel HD Graphics 520,Linux,15.6,1366,768,2.0,4,500,2.4,4.2,361.8
Dell,Inspiron 7779,2 in 1 Convertible,Nvidia GeForce 940MX,Windows 10,17.3,1920,1080,2.7,16,512,2.77,8.62,1799.0
HP,EliteBook 840,Notebook,Intel HD Graphics 520,Windows 7,14.0,1920,1080,2.3,4,256,1.54,4.2,1099.99
Asus,Rog GL553VE-FY052T,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,1920,1080,2.8,16,1256,2.5,29.3,1600.0
Dell,Latitude 5480,Notebook,Intel HD Graphics 620,Windows 10,14.0,1366,768,2.5,4,500,1.6,4.54,875.0
Asus,Rog GL502VS,Gaming,Nvidia GeForce GTX 1070,Windows 10,15.6,1920,1080,2.6,16,1256,2.34,79.7,2325.0
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,Intel HD Graphics 620,No OS,15.6,1920,1080,2.5,8,256,2.3,4.54,573.0
Dell,XPS 13,2 in 1 Convertible,Intel HD Graphics 615,Windows 10,13.3,3200,1800,1.2,8,256,1.24,3.4,1813.0
Dell,Inspiron 3552,Notebook,Intel HD Graphics,Linux,15.6,1366,768,1.6,4,500,2.2,1.56,324.0
HP,255 G6,Notebook,AMD Radeon R4 Graphics,Windows 10,15.6,1366,768,2.5,4,500,1.86,2.31,399.0
Lenovo,IdeaPad 310-15ISK,Notebook,Nvidia GeForce 920MX,Windows 10,15.6,1920,1080,2.3,6,128,2.4,5.76,569.0
Lenovo,ThinkPad L460,Notebook,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.3,8,256,1.9,4.2,1072.0
Dell,Inspiron 3552,Notebook,Intel HD Graphics,Windows 10,15.6,1366,768,1.6,4,500,2.2,1.56,443.99
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,Intel HD Graphics 500,Windows 10,15.6,1366,768,1.1,4,1000,2.0,3.44,339.0
Asus,Rog G752VT-GC073T,Gaming,Nvidia GeForce GTX 970M,Windows 10,17.3,1920,1080,2.6,16,1128,4.0,30.7,1900.0
Dell,Vostro 3568,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.0,4,500,2.29,4.2,490.0
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,AMD Radeon R5 M330,Windows 7,15.6,1920,1080,2.5,8,0,2.32,63.1,895.0
MSI,GE62 Apache,Gaming,Nvidia GeForce GTX 960M,Windows 10,15.6,1920,1080,2.6,8,1128,2.4,16.4,1229.0
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.3,4,128,1.8,4.2,833.01
Asus,ZenBook UX305CA-UBM1,Ultrabook,Intel HD Graphics 515,Windows 10,13.3,1920,1080,0.9,8,512,1.2,2.92,729.0
Dell,Inspiron 3567,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.4,6,1000,2.3,4.54,459.0
Acer,Aspire ES1-531,Notebook,Intel HD Graphics 400,Linux,15.6,1366,768,1.6,4,500,2.4,3.18,289.0
Dell,Inspiron 3552,Notebook,Intel HD Graphics,Windows 10,15.6,1366,768,1.6,2,500,2.2,1.56,379.0
Lenovo,IdeaPad Y700-15ISK,Notebook,Nvidia GeForce GTX 960M,Windows 10,15.6,1920,1080,2.6,8,1000,2.6,16.4,899.0
HP,Pavilion 15-AW003nv,Notebook,AMD Radeon R7 M440,Windows 10,15.6,1920,1080,2.9,6,0,2.04,73.1,549.99
HP,Stream 11-Y000na,Netbook,Intel HD Graphics 400,Windows 10,11.6,1366,768,1.6,2,32,1.17,3.18,209.0
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,Nvidia GeForce 920M,Windows 10,15.6,1366,768,2.5,4,500,2.2,5.76,720.32
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.5,4,128,1.8,4.2,638.0
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,13.3,3200,1800,2.5,16,512,1.3,4.2,1499.0
Lenovo,IdeaPad 100S-14IBR,Notebook,Intel HD Graphics,Windows 10,14.0,1366,768,1.6,2,64,1.5,1.56,229.0
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,AMD Radeon R5 M330,Windows 10,15.6,1366,768,2.5,6,1000,2.19,63.1,764.0
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,Intel HD Graphics,Windows 10,15.6,1366,768,1.6,4,500,2.2,1.56,369.0
Asus,ZenBook UX305CA-UBM1,Ultrabook,Intel HD Graphics 515,Windows 10,13.3,1920,1080,0.9,8,512,1.2,2.92,729.0
Dell,Inspiron 3567,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.4,6,1000,2.3,4.54,459.0
Acer,Aspire ES1-531,Notebook,Intel HD Graphics 400,Linux,15.6,1366,768,1.6,4,500,2.4,3.18,289.0
Dell,Inspiron 3552,Notebook,Intel HD Graphics,Windows 10,15.6,1366,768,1.6,2,500,2.2,1.56,379.0
Lenovo,IdeaPad Y700-15ISK,Notebook,Nvidia GeForce GTX 960M,Windows 10,15.6,1920,1080,2.6,8,1000,2.6,16.4,899.0
HP,Pavilion 15-AW003nv,Notebook,AMD Radeon R7 M440,Windows 10,15.6,1920,1080,2.9,6,0,2.04,73.1,549.99
HP,Stream 11-Y000na,Netbook,Intel HD Graphics 400,Windows 10,11.6,1366,768,1.6,2,32,1.17,3.18,209.0
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,Nvidia GeForce 920M,Windows 10,15.6,1366,768,2.5,4,500,2.2,5.76,720.32
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.5,4,128,1.8,4.2,638.0
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,13.3,3200,1800,2.5,16,512,1.3,4.2,1499.0
Lenovo,IdeaPad 100S-14IBR,Notebook,Intel HD Graphics,Windows 10,14.0,1366,768,1.6,2,64,1.5,1.56,229.0
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,AMD Radeon R5 M330,Windows 10,15.6,1366,768,2.5,6,1000,2.19,63.1,764.0
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,Intel HD Graphics,Windows 10,15.6,1366,768,1.6,4,500,2.2,1.56,369.0
Asus,ZenBook UX305CA-UBM1,Ultrabook,Intel HD Graphics 515,Windows 10,13.3,1920,1080,0.9,8,512,1.2,2.92,729.0
Dell,Inspiron 3567,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.4,6,1000,2.3,4.54,459.0
Acer,Aspire ES1-531,Notebook,Intel HD Graphics 400,Linux,15.6,1366,768,1.6,4,500,2.4,3.18,289.0
Dell,Inspiron 3552,Notebook,Intel HD Graphics,Windows 10,15.6,1366,768,1.6,2,500,2.2,1.56,379.0
Lenovo,IdeaPad Y700-15ISK,Notebook,Nvidia GeForce GTX 960M,Windows 10,15.6,1920,1080,2.6,8,1000,2.6,16.4,899.0
HP,Pavilion 15-AW003nv,Notebook,AMD Radeon R7 M440,Windows 10,15.6,1920,1080,2.9,6,0,2.04,73.1,549.99
HP,Stream 11-Y000na,Netbook,Intel HD Graphics 400,Windows 10,11.6,1366,768,1.6,2,32,1.17,3.18,209.0
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,Nvidia GeForce 920M,Windows 10,15.6,1366,768,2.5,4,500,2.2,5.76,720.32
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,14.0,1920,1080,2.5,4,128,1.8,4.2,638.0
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,13.3,3200,1800,2.5,16,512,1.3,4.2,1499.0
Lenovo,IdeaPad 100S-14IBR,Notebook,Intel HD Graphics,Windows 10,14.0,1366,768,1.6,2,64,1.5,1.56,229.0
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,AMD Radeon R5 M330,Windows 10,15.6,1366,768,2.5,6,1000,2.19,63.1,764.0
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,Intel HD Graphics,Windows 10,15.6,1366,768,1.6,4,500,2.2,1.56,369.0
